numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
500,2.0,Marketing & Advertising,digital media,3.59,Bachelor,edo,university of denver daniels college of business,1
297,2.0,Higher Education,stage,18.67,Doctor,rutgers university,florida state university,2
500,2.0,Hospital & Health Care,nanny,13.16,Master,nyc health hospitals,molloy college,0
226,2.0,Hospital & Health Care,nursing,11.33,Bachelor,u s department of veterans affairs,western governors university,2
500,4.0,Information Technology & Services,it business analyst,19.0,MBA,boscov s department store llc,case western reserve university,0
228,1.0,Hospitality,guest service representative,17.49,empty,langham hospitality group,university at albany suny,2
432,1.0,Government Administration,stage,6.91,Bachelor,national park service,university of virginia,1
500,1.0,Public Relations & Communications,public relations,2.0,empty,lindsey media,fashion institute of technology,0
500,4.0,Luxury Goods & Jewelry,finance controller,8.08,empty,chloé,université paris dauphine,0
438,1.0,Research,substitute teacher,11.0,Doctor,the university of tennessee health science center,the university of tennessee health science center,3
478,1.0,Financial Services,substitute teacher,6.5,Bachelor,s p global,louisiana state university,1
500,2.0,Marketing & Advertising,promotions,5.49,Bachelor,bbdo new york,boston university,1
167,6.0,Music,directors,8.25,Master,long island youth orchestra inc,university of michigan school of music theatre dance,2
254,1.0,Law Enforcement,paralegal,1.92,Bachelor,manhattan district attorney s office,oxford college of emory university,2
354,1.0,Publishing,press,7.83,Bachelor,w w norton company inc,università degli studi di padova,1
500,5.0,Research,site,21.33,Doctor,american forests,stony brook university,3
412,3.0,Hospital & Health Care,clinical,4.91,Master,weill cornell medicine,nyu robert f wagner graduate school of public service,0
500,4.0,Information Technology & Services,communication,12.84,MBA,jimdo,university of warwick warwick business school,0
500,1.0,Higher Education,student worker,7.83,Master,new york university,montclair state university,0
500,5.0,Hospital & Health Care,research scientist,21.74,Doctor,epivax oncology inc perception neuroscience matrivax,utrecht university,3
500,1.0,Consumer Services,front house,18.25,Bachelor,confidential,saint peter s university,1
500,6.0,Writing & Editing,strategic,16.64,Master,drift magazine atx,craig newmark graduate school of journalism at cuny,0
500,4.0,Hospital & Health Care,medical science liaison,20.66,Doctor,bristol myers squibb,sorbonne université,3
500,4.0,Hospital & Health Care,medical affairs,17.92,Doctor,optum,university of delaware,3
500,6.0,Internet,contributor,8.25,Bachelor,teachup ai,fullstack academy,1
500,6.0,Sports,security,29.41,Master,major league baseball mlb,american university,0
500,3.0,Newspapers,photographer,15.33,Bachelor,people magazine people com,boston university,1
396,2.0,Utilities,project consultant,15.92,Bachelor,pseg,new york university polytechnic school of engineering,2
500,1.0,Financial Services,student,1.66,Doctor,point72,columbia university in the city of new york,3
500,6.0,Management Consulting,strategist,67.33,Bachelor,extraordinary women on boards ewob,pomona college,3
396,2.0,Hospital & Health Care,rn,10.91,Bachelor,mount sinai queens,felician university,2
274,3.0,Consumer Goods,courtesy,7.66,Bachelor,lowe s companies inc,angeles university foundation,2
500,7.0,Management Consulting,procurement officer,3.41,MBA,metro otc,rutgers business school,0
500,6.0,Marketing & Advertising,marketing communications,35.5,MBA,fleishmanhillard,columbia business school,0
500,5.0,Photography,directors,109.68,Doctor,cathedral of st john the divine,university of colorado school of medicine,3
500,3.0,Biotechnology,research,7.5,Doctor,memorial sloan kettering cancer center,university of nebraska medical center,3
429,5.0,Insurance,research engineer,11.58,Doctor,wtw,northwestern university,3
308,3.0,Information Technology & Services,student worker,9.91,Master,datagrokr,pace university,2
386,3.0,Hospital & Health Care,medical technologist,14.5,Master,long island university,liu brooklyn,0
500,5.0,Hospital & Health Care,administrative support,25.24,MBA,one brooklyn health,mercy college,0
415,2.0,Research,physician,10.4,Bachelor,beth israel deaconess medical center,university of miami,1
500,5.0,Law Practice,social,16.5,Doctor,nj transit,university of colorado law school,3
474,3.0,Biotechnology,student,5.4,Master,merck,boston college,0
500,4.0,Military,teaching,13.92,MBA,united states military academy at west point,the university of kansas,0
500,1.0,Financial Services,portfolio analyst,6.34,Master,cme group,columbia business school,0
500,5.0,Hospital & Health Care,civil engineer,4.34,Doctor,stein plastic surgery,the johns hopkins university,3
500,4.0,Outsourcing/Offshoring,law,3.75,Bachelor,spring health,lehman college,1
265,2.0,Entertainment,producer,15.49,Bachelor,e t entertainment,baruch college city university of new york cuny,2
263,2.0,Biotechnology,research,14.25,Master,memorial sloan kettering cancer center,boston university school of medicine,2
500,2.0,Online Media,marketing communications,13.42,Bachelor,apollo theater,rutgers university mason gross school of the arts,1
214,5.0,Information Technology & Services,product,10.75,Bachelor,mastercard,william paterson university of new jersey,2
292,2.0,Education Management,occupational therapist,3.43,Master,theradynamics,university at buffalo,2
500,5.0,Cosmetics,brand marketing,12.59,Bachelor,colgate palmolive,lebanese american university,1
500,2.0,Legal Services,doctor,7.16,Doctor,sullivan cromwell llp,columbia law school,3
387,2.0,Pharmaceuticals,scientist,14.5,Master,wuxi biologics,old dominion university,2
500,1.0,Government Administration,law,15.32,Doctor,alaska state office of public advocacy criminal representation division,fordham university school of law,3
408,1.0,Real Estate,project coordinator,4.91,Master,aecom tishman,columbia university in the city of new york,0
291,2.0,Fine Art,electronics engineer,6.83,Master,hellohost,boston university,2
456,5.0,Human Resources,human resources consultant,7.25,Master,trinet,rutgers university,0
257,3.0,Research,research scientist,4.5,Doctor,nyu langone health,vanderbilt university,2
500,4.0,Financial Services,marketing representative,8.92,empty,stripe,university of michigan,0
500,6.0,Hospitality,bar,17.17,empty,the institute of competitive socialising,louisiana tech university,0
500,3.0,Computer Software,business account,4.41,Bachelor,dow jones,dickinson college,1
500,4.0,Education Management,professor,37.42,Doctor,nassau community college,hofstra university,3
275,5.0,Hospital & Health Care,research scientist,14.58,Doctor,northwell health,tulane university school of medicine,2
500,6.0,Financial Services,wealth,4.17,Bachelor,j p morgan,university of chicago,1
500,3.0,Mental Health Care,nanny,9.33,Master,family service league long island,john jay college cuny,0
295,6.0,Professional Training & Coaching,host,19.75,Bachelor,wise up new york,missouri state university,2
500,1.0,Judiciary,law,7.25,Doctor,united states court of appeals for the second circuit,columbia law school,3
197,3.0,Fine Art,professor,21.92,Doctor,colby college,the institute of fine arts nyu,2
500,4.0,Medical Device,coach,19.92,MBA,medtronic,arab academy for science technology and maritime transport,0
242,2.0,Venture Capital & Private Equity,administrative coordinator,10.33,empty,vista equity partners,hunter college,2
500,4.0,Pharmaceuticals,scientist,17.25,Doctor,merck co,university of pennsylvania,3
207,6.0,Design,animator,6.42,Master,sharlayan partners llc,pratt institute,2
500,2.0,Marketing & Advertising,communications coordinator,17.5,Bachelor,brooklyn college,queens college,1
500,5.0,Law Practice,lawyer,13.32,Doctor,hero,quinnipiac university school of law,3
500,3.0,Government Administration,staffing,14.81,Doctor,curious cardinals,brown university,0
500,3.0,Environmental Services,substitute teacher,9.91,MBA,new york power authority,binghamton university,0
500,2.0,Design,designer,11.34,Master,tory burch,parsons school of design,0
428,6.0,Entertainment,marketing officer,25.91,empty,juntaro solutions,wine spirit education trust,0
500,4.0,Marketing & Advertising,sales representative,4.84,Bachelor,undercover snacks,indiana university bloomington,1
500,6.0,Financial Services,government affairs,16.33,Master,citi,new york university,0
500,6.0,Biotechnology,clinical,29.41,Doctor,kymera therapeutics,university of miami miller school of medicine,3
370,2.0,"Health, Wellness & Fitness",call center representative,2.51,Master,alice health promotion,columbia university in the city of new york,2
342,6.0,Law Enforcement,directors,12.92,Doctor,scarsdale edgemont family counseling service,saint john s university school of law,3
180,4.0,Law Practice,counsel,5.66,Doctor,swiss re,new york law school,2
500,1.0,Government Administration,escrow officer,10.43,empty,u s census bureau department of commerce,inactive 1703030558 liu brooklyn,0
468,5.0,Entertainment,actor,5.66,Master,moulin rouge the musical,columbia university school of nursing,0
500,3.0,Research,research engineer,23.16,Doctor,palantir technologies,columbia university graduate school of arts and sciences,3
367,1.0,Civic & Social Organization,research,19.09,High School,brown university institute for biology engineering and medicine,brown university,2
231,1.0,Libraries,clerical,7.0,Master,the new york public library,king s college london,2
500,6.0,Information Technology & Services,nanny,10.66,Bachelor,pwc,villanova university,1
500,3.0,Mental Health Care,social,14.5,Master,commonpoint queens,fordham graduate school of social service,0
296,1.0,Public Relations & Communications,law,8.9,Master,mccormack and mattei pc,binghamton university,2
500,5.0,Higher Education,writer,9.08,Bachelor,columbia university,the studio new york,1
500,2.0,Insurance,audit,16.42,MBA,point32health,university of michigan stephen m ross school of business,0
500,6.0,Accounting,tax accountant,20.67,Master,cbiz,montclair state university,0
500,5.0,Computer Software,strategic accounts,19.66,Bachelor,vimeo,villanova university,1
167,5.0,Financial Services,audit,20.08,MBA,usaa,st john s university,2
500,6.0,Financial Services,investment representative,23.41,Master,new york life insurance company,the university of british columbia,0
231,5.0,Aviation & Aerospace,system engineering,12.75,MBA,pratt whitney,university of connecticut,2
500,5.0,Information Technology & Services,investor relations,7.57,Master,280 capital,columbia university,0
500,2.0,Online Audio and Video Media,journalist,20.17,Master,cnn,wilfrid laurier university,0
500,4.0,International Affairs,social,20.5,Master,parliamentarians for global action,new york university,0
348,2.0,Civil Engineering,project accountant,7.08,MBA,wsp usa,west texas a m university college of business,2
500,5.0,Financial Services,products,24.75,Doctor,rms,sorbonne université,3
500,6.0,Financial Services,strategic,18.83,Bachelor,seeklab,coursera,1
283,4.0,Architecture & Planning,architect,7.82,Master,di domenico partners,university of michigan,2
500,6.0,Management Consulting,strategy consultant,0.0,Doctor,boston consulting group bcg,imperial college london,3
500,5.0,Marketing & Advertising,creative,9.25,empty,vml,university of cambridge,0
500,5.0,Real Estate,investment,32.08,Bachelor,rfr holding llc,the wharton school,1
500,4.0,Financial Services,business services,3.42,Bachelor,crowe,texas mccombs school of business,1
500,3.0,Higher Education,teaching,110.17,Doctor,western connecticut state university,regent university,3
441,5.0,Non-profit Organization Management,producer,23.0,Bachelor,the municipal art society of new york,university at buffalo,1
500,3.0,Public Relations & Communications,photographer,6.34,Bachelor,codeword,saint louis university,1
459,4.0,Government Administration,resident,6.5,Master,the port authority of new york new jersey,school of public and international affairs university of georgia,0
500,3.0,Law Practice,spring,10.83,Doctor,greenberg traurig llp,cardozo school of law,3
500,2.0,Government Administration,event,17.65,Bachelor,nyc department of parks recreation,ohio wesleyan university,1
500,5.0,Information Technology & Services,database engineer,28.67,MBA,wells fargo,the college of william and mary,0
316,1.0,Hospital & Health Care,student,4.25,Doctor,tri institutional phd program in computational biology and medicine,northeastern university,2
500,1.0,Medical Practice,physician,8.48,Master,fords family dental care llc,new york university college of dentistry,0
500,4.0,Human Resources,relations,8.08,Bachelor,compass,baruch college zicklin school of business,1
500,3.0,Higher Education,physician,54.74,Doctor,westchester community health center formerly mount vernon neighborhood health center inc,university of pennsylvania,3
500,6.0,Civil Engineering,financial analysis,31.75,Master,urban engineers of new york,rowan university,0
500,4.0,Investment Management,capital markets,5.5,Bachelor,intermediate capital group icg,carnegie mellon university tepper school of business,1
500,5.0,Public Policy,public relations,17.0,Master,jn racing,georgetown university,0
500,2.0,Architecture & Planning,banquet server,18.16,Master,zgf architects,university of michigan,0
500,6.0,Marketing & Advertising,strategist,4.66,Doctor,she media,the new school,3
278,2.0,Banking,aml analyst,10.33,Bachelor,industrial and commercial bank of china,skidmore college,2
500,2.0,Law Practice,law,10.25,Doctor,liakas law p c,hofstra university school of law,3
306,4.0,Computer Software,data architect,12.08,Bachelor,argo group,universitat autònoma de barcelona,2
500,4.0,Transportation/Trucking/Railroad,safety engineer,22.75,Master,nj transit,new jersey institute of technology,0
458,4.0,Financial Services,statistician,4.75,Master,j p morgan,rutgers university,0
500,7.0,Hospital & Health Care,doctor,13.74,Doctor,newyork presbyterian hospital,nyu stern school of business,3
346,7.0,Public Relations & Communications,site,7.67,Master,crazylaugh,isenberg school of management umass amherst,2
443,1.0,Electrical & Electronic Manufacturing,quality engineer,3.33,Bachelor,narda miteq,stony brook university,1
500,5.0,Information Technology & Services,product marketing,26.67,MBA,verizon,new jersey institute of technology,0
500,5.0,Law Practice,marketing business development,26.84,Bachelor,farrell fritz p c,university at albany,1
500,1.0,Graphic Design,graphic design,8.58,Bachelor,paloma studio,parsons school of design the new school,1
500,6.0,Management Consulting,business process consultant,20.0,MBA,ey,columbia business school,0
500,5.0,Food Production,professor,12.41,Bachelor,little spoon,university of connecticut,1
500,6.0,Hospital & Health Care,instructional designer,20.17,Doctor,northwell health,widener university schools of law,3
500,3.0,"Health, Wellness & Fitness",style,19.07,Bachelor,savvy intrapreneur,the art institute of fort lauderdale,1
192,2.0,Computer Software,technical support engineer,8.91,Associate,key code media,bergen community college,2
500,2.0,Law Practice,student worker,6.67,Doctor,sidley austin llp,penn state university,3
250,3.0,Education Management,data analyst,19.58,Master,2u,youngstown state university,2
488,1.0,Retail,service crew,5.25,Master,visual comfort co,parker college of business georgia southern university,0
500,3.0,Real Estate,resident,7.83,Bachelor,copperwood real estate,fordham university,1
500,2.0,Architecture & Planning,architect,8.17,Bachelor,populous,school of architecture at syracuse university,1
340,4.0,Wine & Spirits,compliance,11.0,High School,mhw ltd,robert f kennedy community high school,2
500,2.0,Banking,kyc analyst,12.0,empty,arc financial intesta sanpaolo,florida state college jacksonville,0
457,4.0,Investment Management,capital markets,12.08,Bachelor,spf investment management,baruch college,1
500,5.0,Research,clinical research,20.84,Doctor,merck,university of lausanne unil,3
500,2.0,Internet,software engineer,3.0,Bachelor,meta,rutgers university,1
181,3.0,Hospital & Health Care,nurse,6.75,Master,schweiger dermatology group,pace university college of health professions,2
500,5.0,Law Practice,lawyer,13.17,Doctor,axylyum axy wrap,rutgers law school,3
500,1.0,Higher Education,clinical research,4.5,Doctor,prince sultan military medical city,thomas jefferson university,3
500,3.0,Public Policy,data scientist,48.8,Doctor,u s census bureau,manhattan college,3
221,5.0,Computer Software,system engineering,20.42,Doctor,u s army devcom,carnegie mellon university,2
319,4.0,Architecture & Planning,architect,11.75,MBA,robert a cardello architects llc,sacred heart university,2
500,3.0,Marketing & Advertising,site,8.17,Bachelor,yelp,suny oneonta,1
500,5.0,Law Practice,law,7.5,Master,deutsche bank,new york university,0
390,4.0,Law Practice,law,8.24,empty,new york county defenders,brooklyn law school,2
500,7.0,Marketing & Advertising,strategist,19.5,Bachelor,officina 1397,williston northampton school,1
500,2.0,Nanotechnology,research,7.0,Doctor,brookhaven national laboratory,rutgers university,3
484,3.0,Hospital & Health Care,medical,16.92,Doctor,u s department of veterans affairs,massachusetts college of pharmacy and health sciences,3
500,1.0,Hospital & Health Care,teaching,6.49,Master,columbia university mailman school of public health,columbia university mailman school of public health,0
500,5.0,Real Estate,strategic initiatives,8.91,MBA,eleven software,university of michigan stephen m ross school of business,0
340,4.0,Government Administration,administrative coordinator,8.91,empty,nyc office of the comptroller,boston university,2
500,4.0,Medical Device,sales representative,28.16,Bachelor,american endovascular amputation prevention,susquehanna university,1
500,2.0,Law Practice,law,7.08,Doctor,ropes gray llp,rutgers law school,3
500,2.0,Accounting,project coordinator,15.0,Bachelor,jrm construction management,state university of new york at oswego,1
416,1.0,Real Estate,real estate broker,9.91,MBA,compass,chapman university the george l argyros school of business and economics,1
420,3.0,Accounting,audit,2.32,Master,deloitte,university of rochester simon business school,0
500,3.0,Education Administration Programs,lawyer,17.0,Doctor,self employed,new york university school of law,3
500,1.0,Writing & Editing,reporter,5.23,empty,richner communications inc,the new school,0
500,2.0,Architecture & Planning,project architect,1.66,Master,kpf,harvard university graduate school of design,0
500,6.0,Banking,capital markets,8.83,MBA,mitsubishi ufj financial group inc,thunderbird school of global management,0
500,3.0,Apparel & Fashion,photographer,13.17,Bachelor,circle 5 showroom,fidm,1
500,6.0,Financial Services,markets,37.58,Bachelor,trade treasury payments ttp,the london school of economics and political science lse,1
408,3.0,Financial Services,wealth,6.25,Master,j p morgan asset management,harvard business school online,0
401,5.0,Marketing & Advertising,creative,10.58,Master,insense meta tiktok partner,british higher school of art and design,0
285,2.0,Computer Software,design engineer,5.58,Bachelor,stealth startup,university of maryland,2
500,4.0,Investment Management,portfolio,32.66,Bachelor,elequin capital lp,brown university,1
500,6.0,Music,market,33.83,MBA,steinway sons,nyu stern school of business,0
174,4.0,Law Enforcement,affairs,14.67,Bachelor,nypd,columbia university pmi,2
500,3.0,Research,investment analyst,1.67,Bachelor,nasdaq,university of michigan stephen m ross school of business,1
500,3.0,Computer Software,research,59.89,Doctor,harvard law school,harvard law school,3
500,5.0,Higher Education,teaching,15.66,Doctor,new york university,university of reading,3
500,2.0,Advertising Services,salesman,41.4,Master,national tourist board of sierra leone,global sustainable tourism council,3
500,2.0,Sports,promotions,6.83,Bachelor,new york mets,elon university,1
196,1.0,Entertainment,stage,10.84,Master,berkeley repertory theatre,rose bruford college,2
500,6.0,"Health, Wellness & Fitness",ambassador,33.57,Doctor,dance ready project,alabama state university,3
213,1.0,Banking,administrative,6.0,empty,nuevas mueblerias avenida s a,hospital de clinicas de bs as,2
276,5.0,Research,research engineer,16.76,Doctor,onsiteiq,udacity,2
500,6.0,Commercial Real Estate,directors,19.58,Bachelor,vail resorts,cornell university,1
402,2.0,Higher Education,tax preparer,8.08,MBA,pwc,southern new hampshire university,0
500,5.0,Real Estate,advertising,14.16,Bachelor,colliers,syracuse university school of information studies,1
500,5.0,Banking,directors,8.58,MBA,td securities,mcmaster university,0
500,2.0,Financial Services,financial analyst,5.08,Master,northern trust,stevens institute of technology,0
500,1.0,Management Consulting,spring,3.58,MBA,east capital group,columbia business school,0
249,2.0,Computer Software,researcher,9.08,Doctor,amazon,university of toronto,2
500,1.0,Architecture & Planning,architecture,1.25,Master,skidmore owings merrill som,porto school of architecture,0
201,3.0,Computer & Network Security,software engineer,8.41,Bachelor,sift,binghamton university,2
500,1.0,Primary/Secondary Education,admissions,13.84,Master,state of connecticut,university of hartford,0
500,5.0,"Health, Wellness & Fitness",commercial,12.92,Bachelor,audible,general assembly,1
341,5.0,Banking,portfolio,15.25,MBA,mizuho,nyu stern school of business,2
254,2.0,Mechanical Or Industrial Engineering,mechanical engineer,3.25,Bachelor,plantd,columbia university,2
500,1.0,Research,research,24.07,Doctor,evidence foundation,case western reserve university,3
500,6.0,Market Research,research analyst,10.58,MBA,canari research,university of ottawa,0
500,2.0,Media Production,social media,10.83,MBA,microsoft,thepowermba,0
500,1.0,Information Technology & Services,stage,23.25,Bachelor,site and scene podcast,binghamton university,1
500,5.0,Non-profit Organization Management,substitute teacher,23.15,Doctor,orthodox union,yeshiva university,3
500,6.0,Advertising Services,marketing consultant,33.18,Bachelor,regal resilience,st thomas university,1
500,3.0,Non-profit Organization Management,project consultant,4.59,Master,unops,university of toronto,0
500,2.0,Fine Art,social,3.34,Bachelor,whitney museum of american art,new york university,1
500,5.0,Commercial Real Estate,broker,7.92,Bachelor,cbre,union college,1
500,5.0,Financial Services,strategy,11.0,MBA,ernst young,the university of alabama,0
500,4.0,Marketing & Advertising,project coordinator,3.58,Master,jacques,new york university,0
500,2.0,Marketing & Advertising,public relations,3.25,Bachelor,servicenow,tulane university,1
500,1.0,Higher Education,substitute teacher,5.65,Master,university prep public schools,hunter college,0
500,5.0,Online Audio and Video Media,strategy business development,53.32,Bachelor,paradyse,groupe iea,3
500,5.0,Architecture & Planning,design,17.0,Bachelor,gregory tuck architecture,university of technology sydney,1
500,3.0,Management Consulting,business analyst,1.59,MBA,jman group,texas mccombs school of business,1
465,1.0,Higher Education,admissions,18.74,Master,hispanic federation,queens college,0
500,6.0,Pharmaceuticals,clinical,25.66,Master,pfizer,jefferson health,0
337,1.0,Performing Arts,hostess,8.08,Bachelor,sixplus,oberlin college,2
500,1.0,Management Consulting,research,26.43,Bachelor,columbia school of social work,columbia university in the city of new york,1
500,2.0,Computer Software,software engineer,7.0,Master,stripe,stanford university,0
500,5.0,Biotechnology Research,human resources business,21.85,Bachelor,regeneron pharmaceuticals inc,muhlenberg college,1
455,4.0,Financial Services,financial accounting,12.67,Master,private investment fund,bentley university mccallum graduate school of business,0
500,2.0,Law Enforcement,investigations,26.33,Doctor,nbcuniversal,the george washington university columbian college of arts sciences,3
413,2.0,Financial Services,investment banking analyst,2.33,empty,evercore,brigham young university,1
500,5.0,Medical Equipment Manufacturing,research engineer,12.25,Master,inspire,jefferson health,0
500,4.0,Computer Software,customer success,5.5,Bachelor,sap,davidson college,1
500,4.0,Information Technology and Services,captain,26.51,MBA,booz allen hamilton,university of rochester simon business school,0
500,2.0,Computer Software,machine engineer,3.99,Master,new york life insurance company,university of southern california,0
500,7.0,Hospitality,game designer,4.76,Bachelor,flite,new york university,1
500,5.0,Civic & Social Organization,directors,12.83,High School,capital region transportation council,harvardx,0
500,1.0,Law Practice,claims examiner,5.92,Bachelor,nfp an aon company,fordham university,1
500,3.0,Computer Software,marketing representative,8.24,Bachelor,the wall street journal,schreyer honors college at penn state,1
415,3.0,Retail,accountmanager,3.5,empty,bonbon a swedish candy company,st francis college,0
500,1.0,Writing & Editing,photo,5.43,Bachelor,future,fashion institute of technology,1
167,1.0,Retail,oracle dba,3.76,Bachelor,walgreens,stamford university bangladesh,2
356,3.0,Biotechnology,laboratory technician,2.08,Bachelor,merck,lafayette college,2
500,6.0,Pharmaceuticals,doctor,15.34,Doctor,bgb group,new york university,3
500,1.0,Financial Services,research,5.17,Bachelor,williams college,williams college,1
500,2.0,Computer Software,cleaner,10.25,Bachelor,something fast growing awesome,university of chicago,1
500,3.0,Cosmetics,photographer,5.09,Bachelor,nars cosmetics,fashion institute of technology,1
500,1.0,Writing & Editing,communications coordinator,8.42,Bachelor,cure copy llc,university of utah school of medicine,1
500,3.0,Banking,athlete,1.41,Bachelor,wells fargo,the wharton school,1
500,3.0,Higher Education,substitute teacher,8.16,Master,international refugee assistance project,new york university,0
359,2.0,Design Services,stylist,10.67,Bachelor,g iii apparel group,fashion institute of technology,2
500,3.0,Higher Education,teaching,19.08,Doctor,weill cornell medicine,the open university,3
500,1.0,Financial Services,banquet server,6.0,Bachelor,ubs,denison university,1
500,3.0,Public Relations & Communications,marketing representative,27.32,empty,aox3 a 120 80 group company,penn state university,0
500,6.0,Research,research scientist,18.91,Doctor,gameto,harvard medical school,3
500,3.0,Information Technology & Services,machine engineer,12.99,Doctor,memorial sloan kettering cancer center,shahid beheshti university,3
153,1.0,Accounting,audit,3.08,empty,kpmg us,rutgers university,2
256,2.0,Writing & Editing,editor,9.16,Master,tag24 news us,nyu school of professional studies,2
500,5.0,"Technology, Information and Internet",media relations,10.17,MBA,pepsico,mit sloan executive education,0
154,6.0,Legal Services,counsel,4.0,Doctor,garfunkel wild p c,boston university school of law,2
453,3.0,Sports,cleaner,11.02,Bachelor,kennedys,rutgers university camden,1
233,1.0,Newspaper Publishing,press,20.76,High School,peddie school,state university of new york at new paltz,2
500,6.0,Law Practice,counsel,14.33,Doctor,garfunkel wild p c,st john s university school of law,3
500,5.0,Venture Capital and Private Equity Principals,capital markets,11.24,Master,lazard,brandeis school of business and economics,0
500,1.0,Broadcast Media,crew,6.0,Bachelor,msnbc,northwestern university,1
500,2.0,Financial Services,writer,9.49,Bachelor,bloomberg lp,university of california davis,1
500,4.0,Sports,investment analyst,13.0,Bachelor,altair quant macro fund management llc,william mary,1
500,2.0,Hospital & Health Care,clinical,4.0,Doctor,nyu langone health,florida international university herbert wertheim college of medicine,3
194,3.0,Computer Software,software engineer,3.5,empty,bjss,providence college,2
500,5.0,Research,substitute teacher,18.0,Doctor,nantg power,binghamton university,3
500,1.0,Computer Software,software engineering,1.34,Bachelor,stealth startup,columbia university,1
212,2.0,Insurance,actuary,1.42,Bachelor,vns health,yeshiva university,2
167,1.0,Non-profit Organization Management,product development,1.5,Bachelor,dr idriss,queens college,2
389,1.0,Writing & Editing,substitute teacher,9.41,empty,the adroit journal,columbia university,2
500,1.0,Entertainment,social media,5.5,Bachelor,legoland new york resort,suny oneonta,1
397,2.0,Accounting,financial accounting,4.92,Master,enstar group,nyu stern school of business,0
500,2.0,Non-profit Organization Management,trader,3.0,Bachelor,chimera securities,wake forest university,1
158,2.0,Information Technology & Services,it analyst,26.34,Doctor,herrington technology,capitol technology university,2
379,1.0,Architecture & Planning,cleaner,0.58,Bachelor,nuzine,drexel university,2
363,3.0,Research,writer,3.25,Bachelor,columbia university,barnard college,1
500,1.0,Fine Art,video editor,14.42,Bachelor,welcome change productions,new york university,1
500,1.0,Computer Software,software engineering,9.75,empty,saveaway with inspirave,stony brook university,0
422,2.0,Biotechnology,research technician,6.41,Bachelor,memorial sloan kettering cancer center,barnard college,1
460,6.0,Defense & Space,social,11.33,Master,space diplomacy,embry riddle aeronautical university,0
187,3.0,Marketing & Advertising,media planner,2.66,Bachelor,um worldwide,john jay college cuny,2
500,2.0,Computer Software,software designer,8.75,Bachelor,dell technologies,boston college,1
256,2.0,Apparel & Fashion,retail store,1.34,Bachelor,kendra scott,auburn university,2
160,1.0,Hospital & Health Care,cna,0.75,Bachelor,mountainside medical center,rutgers university new brunswick,2
500,1.0,Media Production,media,8.25,Master,allied global marketing,boston university,0
500,5.0,Civic & Social Organization,development consultant,19.65,MBA,stem from dance,columbia university,0
225,1.0,Information Technology & Services,electrical engineering,6.25,Master,rutgers university new brunswick,rutgers university,2
279,1.0,Hospital & Health Care,human resources,0.66,Master,the jewish theological seminary jts,columbia university graduate school of arts and sciences,2
500,1.0,Law Enforcement,clerical,21.34,Bachelor,new jersey state police,montclair state university,1
185,2.0,Higher Education,research,7.25,Doctor,columbia university,university of wisconsin madison,2
500,1.0,Law Practice,student worker,1.92,Bachelor,proskauer rose llp,colby college,1
500,1.0,Judiciary,campaign,1.25,Bachelor,alvin bragg for manhattan district attorney,fordham university,1
437,4.0,Security & Investigations,investigator,10.0,Master,corporate resolutions inc,university of pennsylvania,0
500,2.0,Wholesale,account coordinator,5.75,MBA,laura s fashion consultants inc,loyola university maryland,0
191,5.0,Construction,superintendent,4.08,Bachelor,consigli construction co inc,stony brook university,2
500,1.0,Marketing & Advertising,advertising,10.09,Master,saatchi saatchi,s i newhouse school of public communications at syracuse university,0
485,1.0,Venture Capital & Private Equity,researcher,1.33,Master,satori digital asset management,st paul s school,0
500,5.0,Museums & Institutions,engagement,31.26,empty,the bloomfield science museum jerusalem,tel aviv university,0
352,2.0,Computer Software,product analyst,4.34,Bachelor,tradeup securities inc,new york university,2
500,2.0,Financial Services,analyst,4.25,Bachelor,citadel,indiana university bloomington,1
315,2.0,Financial Services,claims representative,9.07,Bachelor,national futures association,the o malley school of business at manhattan university,2
374,4.0,Construction,sales,6.25,Bachelor,flex wall specialties inc,st thomas aquinas college,2
445,1.0,Government Administration,student worker,4.0,Bachelor,alliance for living,connecticut college,1
500,2.0,Media Production,crew,4.58,Bachelor,cnn,fordham university,1
262,1.0,Performing Arts,teacher,12.41,Master,convent of the sacred heart 91st street,teachers college columbia university,2
482,3.0,Retail,cake decorator,5.48,Master,macy s,stony brook university,0
500,1.0,Writing & Editing,research,12.75,Master,nyu steinhardt department of media culture and communication,new york university,0
168,1.0,Human Resources,research,4.34,Bachelor,soft materials lab at columbia university,columbia university in the city of new york,2
500,5.0,Performing Arts,artist,37.09,Associate,york theatre company,american academy of dramatic arts,0
193,1.0,Real Estate,administrative,1.0,Bachelor,h 2 capital partners,southern methodist university,2
500,3.0,Financial Services,financial,3.16,Bachelor,ekcl llc,new york university,1
500,3.0,Higher Education,writer,54.46,Master,cornell sloan program in health administration,cornell university,3
500,1.0,Higher Education,substitute teacher,19.75,Bachelor,henry luce foundation inc,hunter college,1
464,2.0,Research,teaching,20.5,Doctor,regeneron,nyu grossman school of medicine,3
234,2.0,Environmental Services,social,4.42,Master,nyc department of environmental protection nyc dep,the university of georgia,2
246,1.0,Information Technology & Services,helpdesk,2.83,Bachelor,itcs,tbilisi state university,2
416,2.0,Financial Services,sales consultant,0.33,Bachelor,brighthouse financial,the ohio state university fisher college of business,1
